Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Come posso non aggradire con particolare ambizione le cortesie offerte...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 295, n. 201
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 1, c. 1r-v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Ricci, Michelangelo, 1619-1682,(destinatario.)",,Viviani Vincenzo a Ricci Michelangelo,20/05/1646,Firenze,Roma,Ricci Michelangelo,1646
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Reputo a mio gran favore che Vostra Signoria molto Illustre desideri impiegarmi...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 359, n. 258
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 2, c. 3r<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Renieri, Vincenzo, 1606-1648,(destinatario.)",,Viviani Vincenzo a Renieri Vincenzo,13/04/1647,Firenze,Pisa,Renieri Vincenzo,1647
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'esser io per spazio d'un mese in circa stato assente dalla città...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 522-523, 401
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 3, c. 4r-v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Ricci, Michelangelo, 1619-1682,(destinatario.)",,Viviani Vincenzo a Ricci Michelangelo,24/11/1648,Firenze,Roma,Ricci Michelangelo,1648
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Haverei necessità di parlare a Vostra Signoria ma in questo punto...""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 50-51, n. 455
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 4, c. 5r<br/>
</td>","Cecchi, Andrea, sec. XVII,(citato.)Arrighetti, Andrea, 1592-1672,(citato.)Manetti, Braccio, 1607-1652,(destinatario.)",,Viviani Vincenzo a Manetti Braccio,18/10/1651,,Firenze,Manetti Braccio,1651
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Qui tutto giorno ci viene gente a cercar di Voi sapendo che siete arrivato...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 5, c. 7r<br/>
</td>","Di Pietro, sec. XVII,(citato.)Viviani, Alamanno, m. post 1671,(destinatario.)",Argomenti privati,Viviani Vincenzo a Viviani Alamanno,23/02/1652,Firenze,,Viviani Alamanno,1652
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Per l'antica amicizia, e servitù che ho professato a Vostra Signoria Eccellentissima...""Minuta. Sul margine superiore sinistro un appunto indica il Magnani come ""Lettor di Legge a Pisa""Pubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 102, n. 502
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 6, c. 9r-v<br/>
</td>","Magnani, Lorenzo, sec. XVII,(destinatario.)Chimentelli, Valerio, 1620-1668,(citato.)Galilei, Cosimo, 1636-1672,(citato.)",,Viviani Vincenzo a Magnani Lorenzo,2/11/1653,Firenze,,Magnani Lorenzo,1653
Viviani Vincenzo,"Tipologia: letteraIncipit: ""O per il mal recapito dato qua a due plichi diretti a Vostra Signoria...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 173, n. 568
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 7, c. 10r<br/>
</td>","Lapi, Michelangelo, sec. XVII,(destinatario.)Serni, Pompeo, sec. XVII,(citato.)Medici, Giovanni Carlo de', 1611-1663,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)",,Viviani Vincenzo a Lapi Michelangelo,3/01/1654,Firenze,Roma,Lapi Michelangelo,1654
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Rendo infinite grazie a Vostra Signoria Eccellentissima a nome di mio fratello...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 287, n. 666
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 8, c. 11r<br/>
</td>","Lapi, Michelangelo, sec. XVII,(destinatario.)Barberini, Antonio, 1607-1671,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Serni, Bartolommeo, sec. XVII,(citato.)Serni, Pompeo, sec. XVII,(citato.)Teri, Pietro, sec. XVII,(citato.)Thévenot, Melchisédech, 1620-1680,(citato.)Viviani, Pietro, sec. XVII,(citato.)",,Viviani Vincenzo a Lapi Michelangelo,25/01/1655,Firenze,Roma,Lapi Michelangelo,1655
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Riconosco da un eccessivo affetto l'offerta che fa Vostra Signoria...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 298, n. 676
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 9, c. 12r<br/>
</td>",,,Viviani Vincenzo a [non identificato],14/02/1655,,Firenze,[non identificato],1655
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dalle due scorse de' 13 e 14 stante aviamo preso speranza...""Minuta. A c. 14v appunto di avvenuto pagamentoPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 320-322, n. 691
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 10, c. 13r-14r<br/>
</td>","Galilei, Cosimo, 1636-1672,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)Guldin, Paul, 1577-1643,(citato.)Manolessi, Carlo, n. 1614,(citato.)Marsili, Alessandro, 1601-1670,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Rinaldini, Carlo, 1615-1698,(citato.)Galilei, Galileo, 1564-1642,(citato.)",,Viviani Vincenzo a Galilei Cosimo,21/03/1655,Firenze,Pisa,Galilei Cosimo,1655
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Se il viaggio di Vostra Signoria sarà stato quale glie l'ho bramato...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 271-272, n. 650
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 11, c. 15r-v<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Cecchi, Andrea, sec. XVII,(citato.)Bérigard, Claude Guillermet de, ca. 1578-1663,(destinatario.)",,Viviani Vincenzo a Bérigard Claude Guillermet (de),30/10/1655,Firenze,Padova,Bérigard Claude Guillermet (de),1655
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Di tre particolari ch'io dovevo domandare a Vostra Signoria intorno a quel frontispizio...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 12, c. 16r<br/>
</td>","Della Bella, Stefano, 1610-1664,(destinatario.)",,Viviani Vincenzo a Della Bella Stefano,21/12/1655,,Firenze,Della Bella Stefano,1655
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Oggi a hore 23 1/2 ho inteso dal Signor Biagio Marmi che domattina...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 13, c. 18r-19v<br/>
</td>","Del Bianco, Baccio, 1604-1656,(destinatario.)Marmi, Biagio, sec. XVII,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Galilei, Galileo, 1564-1642,(citato.)Alamanni,(citato.)",Idrologia,Viviani Vincenzo a Del Bianco Baccio,13/01/1656,Firenze,Madrid,Del Bianco Baccio,1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""E' già un tempo che viviamo in un continuo pensiero della salute di Vostra Signoria...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 14, c. 20r-v<br/>
</td>","Serni,(citato.)Barducci, Giovanni Battista, m. 1661,(citato.)Lapi, Michelangelo, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Lapi Michelangelo,1656,Firenze,,Lapi Michelangelo,1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La certezza che ho che questo mio foglio sia per essergli recapitato...""Minuta. A c. 21v e 22v brevi annotazioni di contiPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 346-347, n. 707
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 15, c. 21r<br/>
</td>","Del Bianco, Baccio, 1604-1656,(destinatario.)Medici, Giovanni Carlo de', 1611-1663,(citato.)Valori,(citato.)Del Bianco, Raffaello, sec. XVII,(citato.)",,Viviani Vincenzo a Del Bianco Baccio,3/06/1656,Firenze,Madrid,Del Bianco Baccio,1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Tardi mi fu resa la favoritissima di Vostra Signoria Eccellentissima insieme...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 348-349, n. 709
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 16, c. 23r<br/>
</td>","Serni, Pompeo, sec. XVII,(destinatario.)Casati, Paolo, 1617-1707,(citato.)Serni, Bartolommeo, sec. XVII,(citato.)",,Viviani Vincenzo a Serni Pompeo,14/06/1656,Firenze,Roma,Serni Pompeo,1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La deliberazione fatta, et il continuo desiderio di trasferirmi...""Minuta priva dell'indicazione del destinatario
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 17, c. 24r<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],30/06/1656,Firenze,,[non identificato],1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La speranza o il desiderio almeno che si ha che in breve per divina misericordia...""MinutaPubbl. in: Le opere dei discepoli di Galileo Galilei. Carteggio, II, p. 367-368, n. 723
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 18, c. 25r-26r<br/>
</td>","Torsi, Andrea, sec. XVII,(destinatario.)Galilei, Cosimo, 1636-1672,(citato.)Galilei, Galileo, 1564-1642,(citato.)Galilei, Vincenzo, n. 1608,(citato.)Guldin, Paul, 1577-1643,(citato.)D'Aviso, Urbano, 1618-1685,(citato.)White, Richard, n. 1590,(citato.)",,Viviani Vincenzo a Torsi Andrea,10/10/1656,Firenze,,Torsi Andrea,1656
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il giovane studente di Geometria che il padre Reverendissimo..""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 19, c. 27r-v<br/>
</td>","Retano, Tommaso, sec. XVII,(destinatario.)",Suppliche,Viviani Vincenzo a Retano Tommaso,5/01/1657,Firenze,Roma,Retano Tommaso,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Accuso la di Vostra Signoria de' 12 stante, con inclusavi...""Minuta. Tracce di sigillo a ceralacca
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 20, c. 28r<br/>
</td>","Bordoni, Bastiano, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Bordoni Bastiano,14/01/1657,Firenze,,Bordoni Bastiano,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La cortesissima di Vostra Signoria de' 28 scorso scrittami di demandazione...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 21, c. 30r<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)",Strumenti,Viviani Vincenzo a [non identificato],5/04/1657,Firenze,,[non identificato],1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il regalo fattoci da loro dell'Icona, si richiede qualche corrispondenza...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 22, c. 31r-32r<br/>
</td>","Chigi, Mario, sec. XVII,(citato.)Manetti,(citato.)Paolucci,(citato.)Rondinelli,(citato.)Viviani, Alamanno, m. post 1671,(destinatario.)Lapi, Michelangelo, sec. XVII,(destinatario.)",Affari economici,Viviani Vincenzo a Viviani Alamanno e Lapi Michelangelo,11/04/1657,Firenze,,Viviani Alamanno e Lapi Michelangelo,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dal Signor Cosimo Galilei haverà inteso Vostra Signoria...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 23, c. 33r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Galilei, Cosimo, 1636-1672,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(destinatario.)",Varia,Viviani Vincenzo a Borelli Giovanni Alfonso,26/05/1657,Padova,Pisa,Borelli Giovanni Alfonso,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Vengo richiesto da un Cavaliere Forestiero di fargli vedere per un sol giorno...""La lettera riporta anche la risposta del Magalotti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 24, c. 34r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(destinatario.)",,Viviani Vincenzo a Magalotti Lorenzo,11/09/1657,Firenze,,Magalotti Lorenzo,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Supplico Vostra Signoria molto Illustre et Eccellentissima a farmi grazia di darmi...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 25, c. 36r<br/>
</td>","Argoli, Andrea, 1570-1657,(citato.)Bérigard, Claude Guillermet de, ca. 1578-1663,(destinatario.)Università degli studi (Padova),(possessore.)","Padova, Studio di",Viviani Vincenzo a Beauregard Claude Guillermet,15/12/1657,Firenze,Padova,Beauregard Claude Guillermet,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""All'avviso che il Padrone Serenissimo habbia destinata di inviarla prontamente...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 26, c. 37r-v<br/>
</td>","Ricci, Ottavio, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Ricci Ottavio,17/12/1657,Firenze,Pisa,Ricci Ottavio,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Avevo deliberato di non rispondere alla cortesissima di Vostra Signoria...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 27, c. 38r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Decena, sec. XVII,(destinatario.)",Idrologia,Viviani Vincenzo a Decena,22/12/1657,Firenze,Pisa,Decena,1657
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Inviai il di 4 stante a Vostra Signoria Illustrissima et Eccellentissima una mia...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 28, c. 40r<br/>
</td>",,Affari economici,Viviani Vincenzo a [non identificato],18/01/1658,Firenze,,[non identificato],1658
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Tardi non furon mai gratie del cielo che tali reputo quelle che mi vengono...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 29, c. 41r<br/>
</td>","Patriarca, Mario, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Patriarca Mario,18/02/1658,Firenze,,Patriarca Mario,1658
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il Signor Mario Petrarca  m'impone per sua ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 30, c. 43r<br/>
</td>","Botta, Nicolò, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Botta Nicolò,1/03/1658,Firenze,,Botta Nicolò,1658
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Tarde non furon mai grazie divine, che tale io reputo quella della gentilissima lettera...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 31, c. 44r<br/>
</td>","Nardi, Giovanni, 1585-1654,(citato.)Molara, Bruto della, 1639-1685,(destinatario, citato.)",Argomenti privati,Viviani Vincenzo a Molara Bruto (della),25/05/1658,Firenze,,Molara Bruto (della),1658
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Giunsi finalmente col divino aiuto dopo una lunga ma felice peregrinazione...""Minuta. Sul verso minuta di un'altra lettera inviata a Cosimo Galilei probabilmente lo stesso 13 luglio 1658
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 32, c. 46r-v<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],13/07/1658,,,[non identificato],1658
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Per rompere il silenzio accuso a Vostra Signoria la sua de' 6 stante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 33, c. 47r-v<br/>
</td>","Galilei, Cosimo, 1636-1672,(destinatario.)",Argomenti privati,Viviani Vincenzo a Galilei Cosimo,19/04/1659,,,Galilei Cosimo,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La cortesia di Vostra Signoria Illustrissima mi fa ardito di ricorrere alle sue grazie...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 34, c. 48r-v<br/>
</td>","Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Viviani, Pietro, sec. XVII,(citato.)Pivelli,(citato.)Devicq, Ippolito, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Devicq Ippolito,24/04/1659,,,Devicq Ippolito,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall'efficacissimo patrocinio di Vostra Signoria Illustrissima non potevo sperare...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 35, c. 49r<br/>
</td>","Devicq, Ippolito, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Devicq Ippolito,25/04/1659,Firenze,,Devicq Ippolito,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Di dieci lettere che devo scrivere questa è la prima ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 36, c. 50r-v<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(destinatario.)",Argomenti privati,Viviani Vincenzo a Magalotti Lorenzo,15/11/1659,Firenze,,Magalotti Lorenzo,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La convalescenza di una gravissima e lunga malattia mi tiene ancora in casa...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 37, c. 51r-v<br/>
</td>","Strozzi, Carlo, 1587-1670,(destinatario.)",Notizie di libri,Viviani Vincenzo a Strozzi Carlo,15/11/1659,Firenze,,Strozzi Carlo,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Obbedisco, oh che legge soave quella che sii conforma con la natura...""Minuta priva dell'indicazione del destinatario
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 38, c. 52r-52bis r<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],29/11/1659,Firenze,,[non identificato],1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""E' già circa un mese, che per via  [...]del Signor Rucellai, inviai ...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 39, c. 53r<br/>
</td>","Ricci, Michelangelo, 1619-1682,(destinatario.)",Varia,Viviani Vincenzo a Ricci Michelangelo,13/12/1659,Firenze,Roma,Ricci Michelangelo,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""A tempo o fuor di tempo che gli pervenga questa mia bastami che per tempo...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 40, c. 54r-55r<br/>
</td>","Molara, Bruto della, 1639-1685,(destinatario.)Albizzi, Cesare degli, sec. XVII,(citato.)Carlotti, Bonaventura, sec. XVII,(citato.)Cumano, Asdrubale, sec. XVII,(citato.)Ugolini, Belisario, sec. XVII,(citato.)Botta, Nicolò, sec. XVII,(citato.)",Argomenti privati,Viviani Vincenzo a Molara Bruto (della),24/12/1659,Firenze,,Molara Bruto (della),1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Posso quasi dire, per la Dio grazia, d'aver recuperata la sanità. La mia opera...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 41, c. 56r-57r<br/>
</td>","Ricci, Michelangelo, 1619-1682,(citato.)Lapi, Michelangelo, sec. XVII,(destinatario.)",Notizie di libri,Viviani Vincenzo a Lapi Michelangelo,30/12/1659,Firenze,Roma,Lapi Michelangelo,1659
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La di Vostra Signoria de 24 novembre dopo aver un pezzo peregrinato...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 42, c. 58r-59r<br/>
</td>","Galilei, Cosimo, 1636-1672,(destinatario.)",Argomenti privati,Viviani Vincenzo a Galilei Cosimo,7/01/1660,Firenze,Bergamo,Galilei Cosimo,1660
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Giovasi credere, anzi tengo per certo che i suoi interessi dal di 8 stante...""Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22151')"">Gal. 157  </a>  doc. 43, c. 60r<br/>
</td>","Fabbri, Francesco, sec. XVII,(citato.)Southwell, Robert, 1635-1702,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)Molara, Bruto della, 1639-1685,(citato.)",Argomenti privati,Viviani Vincenzo a [non identificato],22/01/1660,Firenze,,[non identificato],1660
